<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BNRG.US,D,20220526,000000,1533,1592.5,1225.03,1295,1054.5828574592322,0
BNRG.US,D,20220527,000000,1246,1305.5,1155,1197,354.805714392156,0
BNRG.US,D,20220531,000000,1239,1270.5,962.5,1092,774.6371430895341,0
BNRG.US,D,20220601,000000,1074.5,1134,1057,1103.69,329.392857241675,0
BNRG.US,D,20220602,000000,1053.53,1081.5,1025.5,1036,262.26857150725203,0
BNRG.US,D,20220603,000000,1041.56,1078,983.5,1015,106.33142860332802,0
BNRG.US,D,20220606,000000,1064,1221.5,983.5,987,501.317143007538,0
BNRG.US,D,20220607,000000,1008,1043,962.5,1011.08,171.977142908736,0
BNRG.US,D,20220608,000000,1197,1197,1060.5,1106,554.754285880712,0
BNRG.US,D,20220609,000000,1088.5,1088.5,1036,1050,58.151428588874005,0
BNRG.US,D,20220610,000000,990.5,1085,990.5,1032.5,11.822857146404,0
BNRG.US,D,20220613,000000,1022,1071,976.5,1037.75,128.094285752714,0
BNRG.US,D,20220614,000000,1018.5,1060.5,966,1049.09,16.248571433446,0
BNRG.US,D,20220615,000000,1022,1022,980,1015,29.677142866046005,0
BNRG.US,D,20220616,000000,962.5,979.965,896,961.17,48.802857157498,0
BNRG.US,D,20220617,000000,979.965,1046.5,959,1018.5,91.325714313112,0
BNRG.US,D,20220621,000000,1050,1050,1050,1050,3.5171428581980004,0
BNRG.US,D,20220622,000000,1113,1144.5,1099,1137.5,133.648571468666,0
BNRG.US,D,20220623,000000,1134,1190,1120,1183.8,106.44285717479,0
BNRG.US,D,20220624,000000,1191.75,1225,1134,1144.5,64.262857162136,0
BNRG.US,D,20220627,000000,1137.5,1221.46,1106,1127,161.61714290562801,0
BNRG.US,D,20220628,000000,1179.5,1365,1162.03,1235.5,182.617142911928,0
BNRG.US,D,20220629,000000,1225,1263.11,1172.67,1200.5,90.72857145579,0
BNRG.US,D,20220630,000000,1162,1232,1069.25,1228.5,50.394285729404004,0
BNRG.US,D,20220701,000000,1172.53,1305.5,1172.53,1172.53,72.797142878982,0
BNRG.US,D,20220705,000000,1109.5,1112.96,1055.25,1064,143.35428575729202,0
BNRG.US,D,20220706,000000,1057,1116.5,1057,1076.25,53.851428587584,0
BNRG.US,D,20220707,000000,1099,1235.5,1092,1184.75,23.837142864294005,0
BNRG.US,D,20220708,000000,1204,1225,1102.5,1172.5,32.98571429561,0
BNRG.US,D,20220711,000000,1365,1365,1155,1193.5,150.13714290218402,0
BNRG.US,D,20220712,000000,1141,1254.99,1127,1193.5,39.95714286913,0
BNRG.US,D,20220713,000000,1189.96,1295,1189.96,1244.18,26.420000007926003,0
BNRG.US,D,20220714,000000,1141,1183,1127,1141,71.145714307058,0
BNRG.US,D,20220715,000000,1197,1197,1155,1158.5,12.177142860796,0
BNRG.US,D,20220718,000000,1168.96,1172.5,1137.5,1141,46.84285715691,0
